,0
8595,88
8596,6
8597,0
8598,101
8599,71
8600,105
8601,93
8602,70
8603,77
8604,72
8605,84
8606,71
8607,84
8608,88
8609,100
8610,88
8611,88
8612,84
8613,104
8614,101
8615,74
8616,86
8617,93
8618,94
8619,97
8620,78
8621,86
8622,90
8623,69
8624,90
8625,5
8626,80
8627,81
8628,83
8629,73
8630,111
8631,79
8632,107
8633,70
8634,0
8635,85
8636,90
8637,69
8638,90
8639,97
8640,45
8641,68
8642,93
8643,80
8644,87
8645,0
8646,92
8647,96
8648,80
8649,73
8650,90
8651,88
8652,76
8653,94
8654,66
8655,101
8656,78
8657,88
8658,87
8659,83
8660,94
8661,66
8662,13
8663,84
8664,90
8665,60
8666,12
8667,65
8668,6
8669,67
8670,93
8671,100
8672,91
8673,60
8674,95
8675,94
8676,0
8677,88
8678,76
8679,93
8680,23
8681,89
8682,72
8683,76
8684,82
8685,66
8686,0
8687,70
8688,0
8689,85
8690,78
8691,105
8692,91
8693,78
8694,87
8695,85
8696,74
8697,93
8698,74
8699,94
8700,81
8701,88
8702,68
8703,102
8704,81
8705,99
8706,27
8707,75
8708,120
8709,90
8710,90
8711,83
8712,90
8713,90
8714,85
8715,90
8716,105
8717,75
8718,89
8719,86
8720,92
8721,73
8722,5
8723,81
8724,82
8725,75
8726,108
8727,61
8728,84
8729,70
8730,99
8731,97
8732,83
8733,40
8734,0
8735,78
8736,89
8737,0
8738,74
8739,88
8740,83
8741,71
8742,95
8743,71
8744,260
8745,97
8746,88
8747,80
8748,93
8749,0
8750,81
8751,94
8752,107
8753,0
8754,87
8755,83
8756,10
8757,69
8758,82
8759,104
8760,80
8761,93
8762,80
8763,81
8764,80
8765,80
8766,83
8767,94
8768,71
8769,90
8770,80
8771,17
8772,86
8773,81
8774,76
8775,91
8776,95
8777,80
8778,86
8779,95
8780,83
8781,78
8782,95
8783,0
8784,83
8785,80
8786,25
8787,62
8788,39
8789,9
8790,96
8791,93
8792,75
8793,92
8794,84
8795,86
8796,85
8797,99
8798,95
8799,96
8800,23
8801,82
8802,75
8803,3
8804,69
8805,85
8806,85
8807,90
8808,82
8809,71
8810,92
8811,100
8812,6
8813,81
8814,80
8815,89
8816,71
8817,120
8818,92
8819,0
8820,0
8821,71
8822,87
8823,114
8824,92
8825,92
8826,77
8827,110
8828,0
8829,14
8830,94
8831,84
8832,33
8833,93
8834,65
8835,23
8836,0
8837,100
8838,132
8839,90
8840,40
8841,101
8842,72
8843,92
8844,21
8845,103
8846,71
8847,120
8848,90
8849,60
8850,64
8851,72
8852,88
8853,75
8854,87
8855,98
8856,127
8857,74
8858,89
8859,120
8860,76
8861,98
8862,91
8863,94
8864,85
8865,76
8866,71
8867,104
8868,254
8869,75
8870,0
8871,104
8872,248
8873,84
8874,83
8875,97
8876,92
8877,81
8878,110
8879,92
8880,80
8881,73
8882,43
8883,80
8884,89
8885,13
8886,6
8887,75
8888,0
8889,90
8890,67
8891,73
8892,90
8893,90
8894,82
8895,83
8896,87
8897,109
8898,90
8899,73
8900,0
8901,4
8902,100
8903,16
8904,88
8905,77
8906,90
8907,95
8908,82
8909,75
8910,69
8911,90
8912,77
8913,92
8914,83
8915,8
8916,13
8917,98
8918,3
8919,80
8920,14
8921,80
8922,90
8923,92
8924,66
8925,17
8926,56
8927,101
8928,82
8929,81
8930,63
8931,92
8932,91
8933,75
8934,80
8935,6
8936,83
8937,95
8938,86
8939,94
8940,59
8941,94
8942,72
8943,60
8944,110
8945,65
8946,90
8947,70
8948,91
8949,103
8950,73
8951,74
8952,58
8953,86
8954,91
8955,71
8956,29
8957,80
8958,60
8959,0
8960,30
8961,89
8962,75
8963,61
8964,87
8965,82
8966,99
8967,94
8968,0
8969,92
8970,81
8971,110
8972,80
8973,60
8974,0
8975,28
8976,92
8977,86
8978,79
8979,99
8980,92
8981,86
8982,90
8983,87
8984,74
8985,68
8986,90
8987,85
8988,85
8989,90
8990,92
8991,97
8992,89
8993,203
8994,96
8995,96
8996,95
8997,80
8998,0
8999,80
9000,44
9001,75
9002,82
9003,3
9004,102
9005,72
9006,100
9007,95
9008,117
9009,80
9010,87
9011,90
9012,97
9013,98
9014,85
9015,80
9016,92
9017,90
9018,97
9019,96
9020,81
9021,81
9022,96
9023,80
9024,0
9025,71
9026,93
9027,248
9028,95
9029,90
9030,89
9031,90
9032,77
9033,118
9034,80
9035,93
9036,77
9037,79
9038,23
9039,90
9040,82
9041,79
9042,93
9043,73
9044,72
9045,0
9046,14
9047,0
9048,70
9049,80
9050,90
9051,75
9052,12
9053,90
9054,82
9055,100
9056,89
9057,77
9058,100
9059,86
9060,72
9061,93
9062,80
9063,94
9064,110
9065,70
9066,92
9067,62
9068,94
9069,2
9070,93
9071,76
9072,70
9073,85
9074,91
9075,85
9076,92
9077,93
9078,85
9079,80
9080,95
9081,92
9082,90
9083,85
9084,75
9085,77
9086,89
9087,85
9088,78
9089,86
9090,92
9091,90
9092,78
9093,99
9094,92
9095,91
9096,62
9097,90
9098,82
9099,99
9100,83
9101,95
9102,85
9103,89
9104,76
9105,83
9106,82
9107,88
9108,87
9109,98
9110,17
9111,84
9112,102
9113,105
9114,59
9115,90
9116,0
9117,88
9118,87
9119,88
9120,82
9121,91
9122,74
9123,105
9124,78
9125,0
9126,87
9127,105
9128,79
9129,0
9130,75
9131,96
9132,80
9133,112
9134,68
9135,82
9136,92
9137,79
9138,50
9139,84
9140,90
9141,86
9142,84
9143,15
9144,84
9145,105
9146,92
9147,41
9148,102
9149,2
9150,80
9151,92
9152,91
9153,75
9154,95
9155,100
9156,84
9157,78
9158,78
9159,100
9160,110
9161,79
9162,17
9163,33
9164,100
9165,80
9166,87
9167,80
9168,97
9169,78
9170,90
9171,74
9172,100
9173,93
9174,94
9175,94
9176,89
9177,65
9178,88
9179,60
9180,7
9181,0
9182,85
9183,87
9184,74
9185,90
9186,71
9187,85
9188,116
9189,84
9190,92
9191,85
9192,89
9193,81
9194,83
9195,67
9196,90
9197,81
9198,98
9199,95
9200,95
9201,92
9202,144
9203,75
9204,91
9205,105
9206,30
9207,80
9208,93
9209,90
9210,17
9211,88
9212,91
9213,105
9214,0
9215,75
9216,124
9217,6
9218,146
9219,88
9220,92
9221,84
9222,93
9223,88
9224,90
9225,87
9226,84
9227,64
9228,81
9229,100
9230,67
9231,72
9232,87
9233,78
9234,68
9235,4
9236,0
9237,92
9238,88
9239,103
9240,88
9241,89
9242,0
9243,76
9244,73
9245,103
9246,77
9247,88
9248,100
9249,87
9250,72
9251,9
9252,85
9253,78
9254,102
9255,82
9256,95
9257,83
9258,91
9259,87
9260,82
9261,90
9262,111
9263,85
9264,59
9265,94
9266,96
9267,78
9268,101
9269,120
9270,58
9271,8
9272,105
9273,72
9274,58
9275,7
9276,76
9277,95
9278,70
9279,76
9280,94
9281,97
9282,91
9283,111
9284,90
9285,79
9286,81
9287,87
9288,74
9289,90
9290,98
9291,80
9292,77
9293,74
9294,75
9295,8
9296,97
9297,86
9298,70
9299,95
9300,0
9301,84
9302,83
9303,88
9304,81
9305,93
9306,83
9307,71
9308,111
9309,87
9310,79
9311,100
9312,97
9313,75
9314,0
9315,90
9316,5
9317,79
9318,99
9319,108
9320,75
9321,94
9322,90
9323,80
9324,80
9325,75
9326,80
9327,21
9328,90
9329,39
9330,86
9331,97
9332,75
9333,117
9334,46
9335,87
9336,85
9337,98
9338,72
9339,120
9340,81
9341,66
9342,82
9343,83
9344,95
9345,117
9346,93
9347,33
9348,53
9349,75
9350,107
9351,80
9352,0
9353,94
9354,6
9355,76
9356,85
9357,83
9358,74
9359,79
9360,76
9361,72
9362,79
9363,87
9364,78
9365,69
9366,75
9367,74
9368,86
9369,79
9370,85
9371,80
9372,80
9373,89
9374,87
9375,135
9376,87
9377,83
9378,77
9379,70
9380,12
9381,90
9382,0
9383,83
9384,76
9385,96
9386,103
9387,97
9388,90
9389,92
9390,112
9391,70
9392,90
9393,92
9394,79
9395,80
9396,0
9397,86
9398,0
9399,80
9400,100
9401,85
9402,90
9403,45
9404,92
9405,74
9406,83
9407,84
9408,89
9409,11
9410,95
9411,95
9412,144
9413,0
9414,101
9415,90
9416,100
9417,0
9418,68
9419,72
9420,69
9421,69
9422,8
9423,74
9424,95
9425,82
9426,109
9427,89
9428,71
9429,80
9430,45
9431,144
9432,0
9433,104
9434,80
9435,93
9436,90
9437,92
9438,76
9439,2
9440,73
9441,80
9442,74
9443,17
9444,83
9445,97
9446,82
9447,87
9448,78
9449,61
9450,17
9451,73
9452,100
9453,85
9454,0
9455,112
9456,72
9457,111
9458,82
9459,122
9460,121
9461,5
9462,85
9463,85
9464,99
9465,25
9466,100
9467,79
9468,84
9469,96
9470,60
9471,100
9472,0
9473,3
9474,70
9475,72
9476,4
9477,94
9478,86
9479,42
9480,97
9481,65
9482,88
9483,86
9484,85
9485,87
9486,8
9487,78
9488,91
9489,0
9490,23
9491,78
9492,88
9493,83
9494,74
9495,45
9496,0
9497,80
9498,95
9499,104
9500,122
9501,96
9502,104
9503,89
9504,81
9505,95
9506,10
9507,92
9508,80
9509,96
9510,103
9511,91
9512,14
9513,92
9514,67
9515,7
9516,70
9517,78
9518,77
9519,88
9520,79
9521,65
9522,0
9523,87
9524,65
9525,85
9526,81
9527,85
9528,30
9529,96
9530,77
9531,88
9532,88
9533,101
9534,90
9535,86
9536,72
9537,88
9538,97
9539,72
9540,95
9541,89
9542,0
9543,0
9544,91
9545,88
9546,80
9547,90
9548,74
9549,75
9550,97
9551,90
9552,89
9553,85
9554,117
9555,87
9556,113
9557,66
9558,118
9559,100
9560,89
9561,75
9562,62
9563,92
9564,0
9565,82
9566,96
9567,109
9568,89
9569,86
9570,88
9571,0
9572,0
9573,121
9574,92
9575,90
9576,95
9577,81
9578,99
9579,76
9580,76
9581,92
9582,90
9583,0
9584,5
9585,88
9586,85
9587,94
9588,86
9589,89
9590,129
9591,75
9592,104
9593,90
9594,90
9595,75
9596,89
9597,84
9598,79
9599,90
9600,83
9601,93
9602,98
9603,86
9604,2
9605,102
9606,81
9607,94
9608,103
9609,105
9610,78
9611,12
9612,85
9613,46
9614,77
9615,18
9616,85
9617,89
9618,82
9619,89
9620,14
9621,83
9622,78
9623,87
9624,70
9625,89
9626,83
9627,98
9628,80
9629,94
9630,85
9631,93
9632,110
9633,0
9634,84
9635,67
9636,80
9637,81
9638,90
9639,107
9640,90
9641,85
9642,12
9643,76
9644,91
9645,71
9646,60
9647,78
9648,80
9649,107
9650,0
9651,92
9652,90
9653,0
9654,69
9655,77
9656,130
9657,87
9658,83
9659,82
9660,113
9661,99
9662,116
9663,80
9664,79
9665,88
9666,65
9667,75
9668,8
9669,20
9670,75
9671,60
9672,72
9673,7
9674,96
9675,95
9676,84
9677,85
9678,80
9679,77
9680,0
9681,0
9682,7
9683,79
9684,97
9685,88
9686,91
9687,85
9688,92
9689,0
9690,96
9691,71
9692,92
9693,91
9694,99
9695,89
9696,0
9697,4
9698,86
9699,0
9700,80
9701,95
9702,75
9703,0
9704,16
9705,80
9706,84
9707,92
9708,64
9709,115
9710,96
9711,90
9712,82
9713,7
9714,88
9715,75
9716,100
9717,0
9718,81
9719,91
9720,84
9721,43
9722,90
9723,100
9724,84
9725,80
9726,109
9727,82
9728,81
9729,52
9730,75
9731,96
9732,90
9733,89
9734,59
9735,103
9736,88
9737,104
9738,47
9739,102
9740,0
9741,22
9742,98
9743,90
9744,11
9745,13
9746,12
9747,2
9748,91
9749,134
9750,87
9751,101
9752,85
9753,77
9754,90
9755,65
9756,6
9757,56
9758,91
9759,61
9760,77
9761,7
9762,81
9763,70
9764,96
9765,73
9766,31
9767,91
9768,80
9769,89
9770,87
9771,30
9772,74
9773,86
9774,90
9775,0
9776,40
9777,88
9778,89
9779,8
9780,82
9781,10
9782,94
9783,97
9784,71
9785,85
9786,83
9787,80
9788,78
9789,77
9790,65
9791,89
9792,82
9793,93
9794,71
9795,86
9796,0
9797,74
9798,67
9799,99
9800,0
9801,78
9802,96
9803,91
9804,89
9805,86
9806,80
9807,72
9808,171
9809,0
9810,81
9811,90
9812,107
9813,85
9814,98
9815,90
9816,82
9817,101
9818,95
9819,58
9820,95
9821,82
9822,19
9823,0
9824,90
9825,95
9826,0
9827,87
9828,82
9829,7
9830,112
9831,90
9832,91
9833,100
9834,100
9835,13
9836,94
9837,72
9838,77
9839,80
9840,5
9841,81
9842,90
9843,100
9844,82
9845,0
9846,0
9847,98
9848,103
9849,15
9850,70
9851,97
9852,80
9853,93
9854,85
9855,90
9856,3
9857,5
9858,14
9859,78
9860,21
9861,13
9862,83
9863,2
9864,1
9865,105
9866,0
9867,128
9868,90
9869,8
9870,0
9871,17
9872,14
9873,44
9874,9
9875,0
9876,30
9877,79
9878,2
9879,87
9880,4
9881,89
9882,74
9883,4
9884,82
9885,60
9886,70
9887,17
9888,8
9889,0
9890,91
9891,80
9892,0
9893,25
9894,5
9895,12
9896,70
9897,9
9898,8
9899,88
9900,72
9901,110
9902,58
9903,7
9904,41
9905,92
9906,67
9907,0
9908,26
9909,0
9910,17
9911,8
9912,69
9913,4
9914,86
9915,64
9916,0
9917,19
9918,83
9919,82
9920,5
9921,6
9922,24
9923,33
9924,15
9925,72
9926,90
9927,99
9928,53
9929,89
9930,5
9931,88
9932,69
9933,12
9934,93
9935,0
9936,5
9937,20
9938,70
9939,75
9940,19
9941,18
9942,0
9943,25
9944,18
9945,4
9946,1
9947,14
9948,1
9949,54
9950,12
9951,110
9952,60
9953,10
9954,14
9955,0
9956,20
9957,70
9958,79
9959,75
9960,14
9961,240
9962,91
9963,6
9964,44
9965,29
9966,115
9967,13
9968,6
9969,90
9970,0
9971,83
9972,0
9973,84
9974,59
9975,67
9976,4
9977,56
9978,0
9979,12
9980,80
9981,94
9982,100
9983,69
9984,17
9985,110
9986,107
9987,4
9988,109
9989,99
9990,110
9991,78
9992,67
9993,8
9994,14
9995,93
9996,13
9997,15
9998,104
9999,76
