,0,1,2,3,4,5,6,7
5277,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5278,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5279,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5280,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5281,"{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}",,,,,,,
5282,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5283,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5284,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5285,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5286,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5287,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5288,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5289,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'Wolof', 'iso_639_1': 'wo', 'name': 'Wolof'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,
5290,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5291,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
5292,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5293,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",,,,,,
5294,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5295,,,,,,,,
5296,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5297,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5298,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5299,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
5300,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5301,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,,
5302,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5303,,,,,,,,
5304,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5305,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5306,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5307,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5308,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
5309,,,,,,,,
5310,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5311,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
5312,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5313,"{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}",,,,,,,
5314,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5315,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5316,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5317,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5318,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5319,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5320,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5321,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5322,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5323,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5324,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5325,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5326,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5327,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5328,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5329,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5330,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5331,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5332,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5333,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5334,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5335,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5336,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5337,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5338,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5339,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,
5340,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5341,,,,,,,,
5342,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5343,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5344,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5345,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5346,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5347,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5348,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5349,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5350,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5351,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5352,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5353,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5354,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5355,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
5356,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5357,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5358,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}",,,,,,
5359,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
5360,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5361,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5362,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5363,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5364,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5365,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5366,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5367,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5368,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5369,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5370,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5371,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5372,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5373,,,,,,,,
5374,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5375,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5376,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
5377,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5378,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5379,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,
5380,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5381,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5382,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",,,,,,,
5383,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5384,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5385,,,,,,,,
5386,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5387,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5388,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5389,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5390,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5391,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5392,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5393,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5394,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5395,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5396,"{'english_name': 'Tamil', 'iso_639_1': 'ta', 'name': 'தமிழ்'}","{'english_name': 'Telugu', 'iso_639_1': 'te', 'name': 'తెలుగు'}",,,,,,
5397,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
5398,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5399,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5400,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5401,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}","{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}",,,,,
5402,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5403,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5404,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5405,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5406,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5407,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5408,,,,,,,,
5409,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5410,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5411,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5412,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5413,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5414,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5415,"{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}",,,,,,,
5416,"{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}",,,,,,,
5417,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5418,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5419,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5420,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5421,"{'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}",,,,,,,
5422,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5423,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5424,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5425,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5426,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5427,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5428,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5429,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5430,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5431,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5432,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5433,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5434,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5435,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5436,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5437,,,,,,,,
5438,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5439,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5440,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5441,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5442,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5443,"{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}",,,,,,,
5444,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5445,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5446,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5447,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5448,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5449,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5450,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5451,,,,,,,,
5452,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5453,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5454,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5455,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5456,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5457,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5458,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5459,,,,,,,,
5460,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5461,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5462,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5463,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
5464,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5465,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",,,,,,,
5466,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5467,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5468,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5469,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5470,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5471,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5472,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5473,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,,
5474,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,,,
5475,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5476,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5477,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5478,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",,,,,,,
5479,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5480,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5481,,,,,,,,
5482,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5483,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5484,"{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
5485,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5486,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5487,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5488,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5489,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5490,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5491,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5492,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
5493,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5494,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5495,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5496,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
5497,,,,,,,,
5498,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5499,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5500,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5501,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5502,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5503,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5504,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5505,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5506,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5507,"{'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
5508,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
5509,,,,,,,,
5510,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5511,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5512,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5513,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5514,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5515,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
5516,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5517,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5518,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5519,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5520,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5521,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5522,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5523,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5524,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5525,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5526,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
5527,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5528,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5529,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5530,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5531,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5532,,,,,,,,
5533,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5534,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5535,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5536,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5537,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5538,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5539,,,,,,,,
5540,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5541,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5542,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5543,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5544,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5545,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5546,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5547,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}",,,,,,
5548,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,,
5549,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5550,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5551,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5552,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,,,
5553,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5554,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5555,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,
5556,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5557,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5558,"{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}",,,,,,,
5559,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5560,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5561,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5562,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5563,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5564,,,,,,,,
5565,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5566,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5567,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5568,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5569,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5570,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5571,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,
5572,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5573,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
5574,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,,
5575,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
